Batch_ID,Raw_CaO,Raw_SiO2,Raw_Al2O3,Raw_Fe2O3,Raw_MgO,Raw_SO3,LOI,Clinker_CaO,Clinker_SiO2,Clinker_Al2O3,Clinker_Fe2O3,LSF,SM,AM,Kiln_Temp_C,Feed_Rate_tph,Fan_Speed_rpm,Sec_Air_Temp_C,Fineness_90um_pct,Free_CaO_pct,C3S_pct,C2S_pct,C3A_pct,C4AF_pct,Blaine_cm2g,Gypsum_SO3_pct,WC_Ratio,Strength_3d_MPa,Strength_7d_MPa,Strength_28d_MPa
BATCH_0683,42.43,13.69,3.06,2.44,1.15,0.44,35.18,65.45,21.12,4.72,3.77,0.9736,2.4888,1.2522,1481.5,191.6,1043.8,858.3,12.91,0.63,64.42,11.94,6.13,11.46,3908.1,2.96,0.465,33.98,54.64,75.55
BATCH_0684,44.05,13.4,3.15,2.37,1.5,0.29,35.77,68.57,20.86,4.91,3.7,1.0282,2.4244,1.3273,1384.5,171.0,1119.7,934.3,11.24,0.849,77.64,5.0,6.75,11.25,3670.4,2.75,0.545,35.52,59.11,71.29
BATCH_0685,44.28,12.94,2.71,2.24,1.32,0.3,35.27,68.41,19.99,4.19,3.47,1.0814,2.6123,1.2078,1483.4,162.1,1063.7,895.7,8.3,0.3,90.91,5.0,5.23,10.55,3372.1,3.04,0.508,39.48,62.72,81.6
BATCH_0686,43.49,13.89,3.35,1.87,1.44,0.41,34.97,66.88,21.36,5.15,2.88,0.9855,2.6603,1.7868,1428.1,181.1,1036.3,867.3,9.18,0.685,66.62,10.99,8.77,8.77,3806.9,3.05,0.489,32.86,55.28,75.03
BATCH_0687,43.22,14.15,2.66,2.3,1.32,0.5,34.66,66.14,21.66,4.07,3.52,0.9755,2.8536,1.1557,1442.5,173.5,1096.0,919.2,14.91,0.655,67.46,11.19,4.82,10.71,3490.5,2.33,0.484,32.2,53.91,75.73
BATCH_0688,43.14,13.07,3.39,2.11,1.43,0.33,35.34,66.72,20.22,5.25,3.26,1.0261,2.3755,1.61,1480.9,222.6,1086.1,934.1,12.65,1.029,72.4,5.0,8.39,9.92,3392.0,2.47,0.446,36.47,55.87,69.17
BATCH_0689,43.29,14.15,3.1,2.37,1.61,0.39,35.42,67.04,21.91,4.8,3.68,0.9646,2.5828,1.3066,1411.2,185.7,1099.1,863.0,12.06,0.974,63.21,15.12,6.51,11.19,3928.7,3.09,0.49,35.17,56.27,74.31
BATCH_0690,42.42,14.57,2.84,2.27,1.56,0.3,35.72,66.0,22.66,4.42,3.53,0.9289,2.85,1.255,1489.4,183.5,1132.7,858.9,15.68,0.409,58.69,20.69,5.76,10.73,3856.2,2.5,0.461,34.07,58.1,74.57
BATCH_0691,44.13,14.49,2.74,1.79,1.27,0.35,35.89,68.84,22.61,4.27,2.79,0.98,3.2023,1.533,1399.5,184.2,1155.8,908.2,11.28,1.037,69.94,12.05,6.61,8.48,3529.5,2.83,0.47,34.76,55.0,76.45
BATCH_0692,42.05,13.76,2.93,2.26,1.56,0.21,34.64,64.33,21.05,4.48,3.45,0.9666,2.6523,1.297,1391.0,158.1,1076.9,938.2,12.14,0.642,63.35,12.55,6.03,10.51,3925.0,2.11,0.517,32.39,54.4,71.68
BATCH_0693,43.46,13.85,3.3,2.1,1.33,0.29,35.26,67.13,21.4,5.09,3.25,0.9851,2.5661,1.5692,1397.8,175.7,1005.5,888.5,11.94,0.806,67.23,10.64,8.01,9.88,3514.4,3.0,0.504,35.49,52.42,71.38
BATCH_0694,41.63,14.45,3.1,2.05,1.37,0.5,35.24,64.28,22.3,4.78,3.16,0.9151,2.8066,1.5116,1413.7,215.2,1106.7,962.5,13.71,1.2,48.43,27.41,7.32,9.63,3453.3,2.9,0.495,26.82,50.3,71.71
BATCH_0695,42.36,15.01,2.99,2.16,1.11,0.5,35.61,65.79,23.31,4.64,3.36,0.9008,2.9123,1.3814,1409.2,162.8,1159.4,977.4,14.71,0.56,50.13,29.02,6.62,10.23,3993.4,2.71,0.542,30.11,53.26,73.17
BATCH_0696,42.39,13.79,3.09,1.88,1.37,0.44,34.61,64.83,21.09,4.72,2.88,0.9737,2.7737,1.64,1438.3,212.6,1123.2,966.0,12.6,1.303,60.59,14.74,7.64,8.76,4199.6,2.96,0.45,33.98,57.28,76.65
BATCH_0697,44.93,13.83,3.8,2.2,1.31,0.51,34.71,68.82,21.18,5.82,3.37,1.0048,2.3036,1.7249,1411.5,183.8,1033.2,859.7,13.33,1.248,67.92,9.49,9.71,10.27,4086.4,2.56,0.524,37.05,55.62,75.99
BATCH_0698,43.29,13.82,3.28,1.81,1.42,0.26,35.95,67.58,21.58,5.12,2.82,0.988,2.7168,1.8126,1432.5,148.1,1007.4,952.7,11.68,0.3,70.31,8.83,8.79,8.59,3917.7,2.9,0.506,36.8,62.46,75.16
BATCH_0699,43.62,14.78,2.99,2.01,1.35,0.65,35.48,67.61,22.91,4.64,3.12,0.9424,2.9548,1.488,1412.6,167.6,1165.0,922.4,12.17,0.531,60.49,20.05,7.02,9.48,3722.2,3.12,0.504,31.91,53.81,67.48
BATCH_0700,43.06,14.09,3.08,1.93,1.52,0.39,36.45,67.77,22.17,4.84,3.04,0.97,2.8149,1.5942,1421.2,196.3,1094.3,920.6,11.6,0.965,64.85,14.65,7.69,9.24,3687.5,3.07,0.463,33.71,57.69,75.79
BATCH_0701,44.12,12.73,3.39,2.38,1.78,0.28,35.94,68.87,19.88,5.3,3.72,1.0689,2.2046,1.425,1414.9,179.3,1133.8,913.4,11.43,1.102,82.67,5.0,7.75,11.31,3515.6,2.97,0.456,37.42,62.79,83.17
BATCH_0702,42.33,14.49,3.02,2.2,1.53,0.51,35.48,65.61,22.46,4.69,3.41,0.9277,2.7724,1.3735,1413.0,209.8,1070.5,929.4,12.87,0.922,54.03,23.62,6.65,10.38,3528.5,2.85,0.467,33.09,51.79,74.95
BATCH_0703,43.07,13.96,2.97,1.9,1.03,0.34,35.49,66.76,21.64,4.61,2.94,0.9814,2.8664,1.5651,1469.7,157.8,1139.5,955.2,16.18,0.782,67.49,11.12,7.23,8.95,3838.6,2.91,0.48,36.18,58.84,75.63
BATCH_0704,44.02,13.82,3.24,1.8,1.29,0.45,35.58,68.33,21.46,5.03,2.79,1.006,2.7436,1.8003,1435.5,198.3,1094.0,864.5,14.09,1.363,69.8,8.86,8.6,8.5,3824.6,2.75,0.511,38.84,55.82,70.5
BATCH_0705,43.33,12.91,3.44,1.94,1.62,0.42,36.11,67.81,20.2,5.38,3.04,1.0434,2.3995,1.7686,1430.2,191.6,1118.8,988.7,14.84,1.11,75.68,5.0,9.11,9.25,3557.3,3.05,0.452,35.65,57.53,75.91
BATCH_0706,45.56,13.7,3.59,1.79,1.29,0.41,35.5,70.64,21.24,5.56,2.77,1.0397,2.5489,2.0088,1388.2,173.7,1089.1,910.6,15.28,1.446,77.13,5.0,10.06,8.43,3719.9,2.96,0.498,37.16,57.63,75.28
BATCH_0707,43.75,13.97,3.56,1.74,1.41,0.33,35.86,68.21,21.78,5.56,2.71,0.9828,2.6351,2.0501,1401.9,188.4,1028.2,925.3,12.55,0.896,65.87,12.75,10.14,8.25,3639.5,2.57,0.546,34.94,54.41,70.56
BATCH_0708,42.6,14.04,3.71,2.28,1.51,0.47,36.18,66.75,22.0,5.82,3.58,0.9415,2.3416,1.6258,1470.4,196.1,1128.3,962.7,10.88,0.3,57.05,20.03,9.36,10.89,3639.3,2.82,0.464,34.62,53.31,74.39
BATCH_0709,41.43,13.13,3.54,2.2,1.21,0.33,35.04,63.77,20.21,5.45,3.38,0.976,2.288,1.6122,1463.0,198.1,1103.5,967.0,11.35,0.7,60.22,12.53,8.73,10.29,3231.4,2.69,0.481,29.76,53.07,70.69
BATCH_0710,41.08,14.57,3.22,2.19,1.23,0.32,35.68,63.87,22.65,5.0,3.4,0.8916,2.6958,1.4708,1437.1,215.8,1150.2,970.6,12.21,0.862,44.46,31.39,7.5,10.35,3404.8,2.65,0.418,27.87,51.68,73.22
BATCH_0711,43.61,13.9,2.32,1.96,1.46,0.39,36.3,68.46,21.82,3.64,3.08,1.0147,3.2505,1.1826,1437.9,195.3,1125.3,890.8,11.69,1.185,77.43,5.0,4.44,9.36,3555.2,2.77,0.495,36.2,54.75,72.93
BATCH_0712,43.04,13.05,2.95,1.93,1.41,0.51,34.58,65.79,19.95,4.51,2.94,1.0412,2.6754,1.5323,1407.8,146.2,1090.5,913.8,12.16,0.658,76.81,5.0,6.98,8.96,3654.4,2.82,0.479,37.71,58.04,75.61
BATCH_0713,43.38,14.27,3.43,2.27,1.6,0.45,36.28,68.08,22.39,5.39,3.56,0.9527,2.5013,1.5108,1432.5,209.1,1139.2,886.2,9.71,0.717,60.8,18.32,8.24,10.85,3756.2,3.09,0.442,35.37,59.08,78.1
BATCH_0714,42.25,13.21,3.18,1.95,1.22,0.41,35.21,65.22,20.39,4.92,3.0,1.004,2.5756,1.6368,1367.3,164.9,1202.7,938.4,11.38,1.063,67.05,7.89,7.94,9.14,3741.8,3.1,0.476,35.87,52.36,70.82
BATCH_0715,43.53,13.91,3.34,2.35,1.33,0.34,36.37,68.41,21.86,5.25,3.7,0.9785,2.4431,1.419,1429.6,172.0,1054.5,959.7,12.07,0.39,68.7,10.85,7.65,11.26,3811.9,2.67,0.497,37.05,57.82,72.13
BATCH_0716,44.04,13.54,3.58,2.09,1.41,0.43,35.39,68.16,20.96,5.54,3.23,1.0108,2.3884,1.716,1531.5,200.2,1135.1,883.5,12.72,0.374,72.92,5.08,9.22,9.83,3805.5,2.84,0.446,39.02,58.93,78.26
BATCH_0717,43.21,13.5,3.18,1.93,1.43,0.43,34.91,66.39,20.74,4.89,2.96,1.0082,2.6409,1.6486,1444.6,184.6,1181.7,1007.7,11.89,0.934,69.92,6.7,7.94,9.02,4128.7,3.1,0.502,34.22,56.58,74.1
BATCH_0718,43.51,13.92,3.83,1.98,1.69,0.44,35.25,67.2,21.5,5.92,3.05,0.97,2.3967,1.9408,1396.9,192.0,1128.3,921.4,12.9,1.017,60.0,16.37,10.53,9.28,3393.6,3.03,0.473,32.71,54.52,72.45
BATCH_0719,42.64,13.67,3.45,2.29,1.45,0.44,35.77,66.38,21.28,5.37,3.56,0.9713,2.3838,1.5091,1438.6,190.7,1046.4,996.7,12.91,0.957,61.48,14.63,8.21,10.83,3409.5,2.74,0.491,29.71,51.67,69.49
BATCH_0720,43.61,13.5,4.01,1.99,1.31,0.31,35.55,67.67,20.95,6.22,3.08,0.9933,2.2527,2.0175,1464.7,174.4,1063.8,948.3,10.43,0.494,66.68,9.76,11.26,9.38,4045.3,2.97,0.499,38.47,61.05,78.09
BATCH_0721,44.28,14.32,3.01,1.84,1.4,0.28,36.2,69.4,22.45,4.72,2.88,0.9858,2.9541,1.6371,1422.9,179.9,1165.0,940.2,13.97,0.892,71.19,10.67,7.63,8.77,3982.4,3.07,0.493,34.23,60.32,80.24
BATCH_0722,42.73,14.26,2.75,2.02,1.05,0.33,36.33,67.11,22.39,4.32,3.17,0.9596,2.9922,1.3629,1442.5,187.6,1102.5,926.8,9.67,0.441,66.22,14.24,6.08,9.64,3429.7,2.6,0.498,31.89,54.05,69.82
BATCH_0723,42.41,13.67,2.92,2.12,1.46,0.54,34.8,65.04,20.97,4.48,3.24,0.9824,2.7141,1.3819,1399.4,204.3,1059.7,910.5,15.15,1.869,60.68,14.35,6.39,9.87,4021.5,2.73,0.495,32.32,53.47,69.23
BATCH_0724,42.37,14.71,2.73,2.35,1.41,0.35,34.66,64.85,22.51,4.18,3.59,0.9214,2.8983,1.163,1425.8,191.0,1168.3,932.5,11.16,0.696,55.34,22.8,4.99,10.93,4054.2,3.2,0.507,31.91,55.22,76.32
BATCH_0725,44.45,13.51,2.62,2.17,1.41,0.25,34.93,68.31,20.77,4.03,3.34,1.0485,2.8182,1.2063,1441.2,188.0,1026.7,995.6,13.63,0.826,83.98,5.0,5.03,10.16,3804.7,3.04,0.522,36.79,61.13,77.78
BATCH_0726,43.6,12.73,2.98,1.74,1.63,0.4,34.85,66.92,19.54,4.57,2.68,1.0808,2.6971,1.7072,1342.0,185.6,1073.1,860.6,15.02,1.912,79.94,5.0,7.58,8.14,3526.6,2.68,0.435,35.59,60.87,76.06
BATCH_0727,45.33,13.82,3.43,1.91,0.98,0.59,35.15,69.89,21.31,5.29,2.95,1.0287,2.5872,1.7943,1399.2,190.8,1107.9,959.8,13.93,1.393,74.55,5.0,9.03,8.97,3696.9,3.16,0.468,38.71,56.67,75.03
BATCH_0728,43.62,13.49,3.73,2.41,1.41,0.55,34.68,66.77,20.65,5.71,3.69,0.9955,2.1986,1.5469,1482.4,181.1,1223.6,918.7,12.18,0.638,66.24,9.24,8.88,11.22,3511.6,2.83,0.522,33.59,51.32,71.26
BATCH_0729,44.03,13.25,2.86,2.18,1.24,0.34,36.07,68.88,20.73,4.47,3.4,1.0497,2.6326,1.3129,1454.8,189.9,1081.4,855.0,11.4,1.164,81.73,5.0,6.08,10.36,3841.6,3.23,0.488,37.46,61.44,80.68
BATCH_0730,42.58,12.91,2.92,1.95,1.5,0.52,34.81,65.32,19.8,4.48,2.99,1.0409,2.6496,1.4983,1368.4,185.3,1041.2,945.2,11.57,1.172,74.05,5.0,6.81,9.1,3799.9,2.62,0.471,33.66,58.92,76.58
BATCH_0731,41.22,13.81,3.38,2.36,1.7,0.39,34.94,63.36,21.23,5.19,3.63,0.9316,2.406,1.4297,1447.0,167.9,1077.8,974.7,12.44,0.457,53.02,20.85,7.61,11.05,3341.7,2.93,0.503,30.34,49.2,71.25
BATCH_0732,43.13,13.21,2.98,1.85,1.3,0.34,35.48,66.85,20.47,4.62,2.87,1.0331,2.7329,1.6097,1336.8,190.5,1211.0,944.2,12.2,1.59,73.51,5.0,7.39,8.73,3494.8,2.83,0.479,33.52,57.59,69.26
BATCH_0733,43.25,14.24,3.39,2.16,1.32,0.35,35.38,66.93,22.04,5.25,3.35,0.9536,2.5654,1.5682,1349.3,182.1,1115.0,918.1,12.72,1.045,59.14,18.58,8.24,10.18,3526.5,2.61,0.5,31.34,52.15,71.23
BATCH_0734,42.83,13.48,3.01,2.13,1.86,0.33,35.28,66.17,20.82,4.65,3.3,1.0023,2.6198,1.4095,1408.9,179.2,1065.6,963.9,8.94,0.614,71.27,5.93,6.74,10.04,3804.6,2.71,0.455,37.28,59.46,76.45
BATCH_0735,42.82,12.69,3.56,2.12,0.85,0.61,35.9,66.79,19.8,5.55,3.3,1.0397,2.2373,1.6788,1403.2,216.6,1118.9,911.9,12.78,1.421,70.97,5.0,9.11,10.05,3615.3,3.4,0.453,36.56,55.27,72.93
BATCH_0736,43.6,13.9,3.29,2.44,1.39,0.48,35.59,67.69,21.58,5.1,3.78,0.9808,2.4299,1.3496,1491.8,199.6,1157.7,907.7,12.84,0.445,67.92,10.64,7.12,11.5,3724.7,2.88,0.481,36.56,55.25,78.33
BATCH_0737,43.47,12.46,3.3,2.39,1.4,0.42,35.44,67.33,19.3,5.11,3.7,1.0762,2.1898,1.3786,1452.0,190.0,1158.0,919.2,9.12,0.97,82.04,5.0,7.27,11.27,3540.3,2.54,0.49,37.9,58.41,75.11
BATCH_0738,43.3,13.83,3.58,2.41,1.23,0.41,34.81,66.42,21.21,5.5,3.69,0.9712,2.3076,1.4882,1443.6,202.7,1135.9,931.6,13.5,1.087,60.76,14.98,8.32,11.24,3368.1,2.86,0.524,30.32,51.49,68.1
BATCH_0739,42.47,13.64,2.93,2.33,1.57,0.27,35.5,65.84,21.14,4.55,3.61,0.9826,2.5907,1.2578,1349.4,193.0,1033.0,953.1,11.54,1.438,64.57,11.9,5.93,11.0,3711.0,2.64,0.454,33.68,53.62,75.05
BATCH_0740,43.22,13.16,3.18,2.05,1.39,0.32,35.82,67.33,20.5,4.96,3.2,1.0289,2.5115,1.5499,1367.9,148.6,1093.4,902.8,11.49,1.12,74.41,5.0,7.73,9.74,3385.1,3.23,0.529,31.67,54.31,69.8
BATCH_0741,43.19,13.97,3.85,2.01,1.81,0.49,36.4,67.91,21.97,6.05,3.15,0.959,2.3878,1.9179,1432.8,188.3,940.2,909.5,11.49,1.024,58.05,19.19,10.69,9.59,3514.7,2.79,0.479,31.05,53.55,74.21
BATCH_0742,42.52,13.62,3.26,2.02,1.19,0.32,35.55,65.97,21.14,5.06,3.13,0.9804,2.5788,1.6148,1462.3,183.7,1130.6,884.0,8.07,0.3,66.81,10.19,8.11,9.54,3383.4,2.9,0.579,32.87,56.24,69.56
BATCH_0743,44.11,14.41,3.25,1.9,1.76,0.47,34.54,67.39,22.01,4.97,2.91,0.97,2.7927,1.7081,1427.7,169.2,1102.9,847.4,13.61,0.898,63.84,14.93,8.25,8.85,3657.4,2.51,0.494,34.4,54.14,75.24
BATCH_0744,42.97,14.24,3.24,1.97,1.45,0.37,35.08,66.19,21.94,5.0,3.04,0.9538,2.7306,1.6458,1450.8,185.0,1084.2,929.3,14.47,0.702,60.35,17.37,8.11,9.24,3700.7,2.78,0.493,32.09,55.08,75.59
BATCH_0745,42.0,13.04,2.86,1.95,1.57,0.42,35.08,64.7,20.09,4.4,3.0,1.0191,2.7168,1.4681,1387.0,171.3,1124.9,947.9,12.7,0.928,71.2,5.0,6.59,9.12,3496.9,3.51,0.444,35.86,59.43,73.25
BATCH_0746,42.73,14.95,2.83,1.89,1.33,0.39,35.37,66.11,23.13,4.37,2.92,0.9192,3.1702,1.4963,1452.3,186.8,1079.2,914.7,12.02,0.418,56.33,23.83,6.64,8.89,3378.0,3.11,0.425,34.02,55.24,75.02
BATCH_0747,42.37,13.96,3.33,1.89,1.3,0.51,35.95,66.15,21.8,5.2,2.96,0.9559,2.6736,1.7592,1378.7,185.1,1074.1,976.1,13.37,1.272,57.01,19.49,8.78,8.99,3465.6,3.05,0.504,30.91,51.38,70.22
BATCH_0748,42.92,13.77,2.97,1.91,1.46,0.32,35.63,66.68,21.4,4.61,2.96,0.9898,2.8262,1.5541,1391.6,165.9,1096.1,957.7,14.76,0.981,68.25,9.86,7.19,9.02,4137.6,2.5,0.513,34.43,55.51,73.42
BATCH_0749,41.9,13.68,2.89,2.3,1.52,0.36,36.41,65.9,21.51,4.54,3.62,0.9687,2.6362,1.257,1444.2,157.6,1096.0,877.8,14.04,0.622,64.94,12.68,5.93,11.0,3762.5,2.63,0.502,31.94,53.54,73.04
BATCH_0750,42.67,13.49,3.61,1.85,1.27,0.34,35.93,66.6,21.06,5.64,2.88,0.9852,2.4719,1.9563,1419.5,175.9,1025.4,904.0,12.35,0.721,64.63,11.62,10.06,8.77,3771.7,3.08,0.478,35.83,53.53,73.77
BATCH_0751,43.63,14.2,2.94,2.08,1.4,0.41,35.21,67.35,21.92,4.53,3.22,0.9774,2.8287,1.4088,1393.3,204.6,1133.9,922.9,11.72,1.058,66.43,12.73,6.57,9.79,3699.5,2.66,0.484,31.29,54.64,73.66
BATCH_0752,43.69,14.76,2.96,1.93,0.86,0.37,36.41,68.71,23.21,4.66,3.03,0.9469,3.019,1.5387,1451.5,170.8,1207.2,909.7,12.72,0.3,64.76,17.7,7.23,9.22,3671.8,2.21,0.501,34.88,58.9,74.38
BATCH_0753,42.28,14.02,2.99,2.16,1.41,0.51,36.38,66.47,22.04,4.71,3.4,0.9556,2.7184,1.3849,1399.8,177.8,1139.9,910.6,12.47,0.805,61.08,17.1,6.72,10.34,3559.1,3.0,0.535,28.74,50.47,70.28
BATCH_0754,43.85,13.91,3.15,2.05,1.63,0.35,34.54,66.99,21.25,4.81,3.13,0.9951,2.6777,1.534,1440.2,174.8,1197.0,949.7,14.37,0.785,69.69,8.36,7.43,9.53,3864.5,2.71,0.483,37.84,55.71,75.53
BATCH_0755,43.76,14.49,3.36,2.09,1.47,0.49,36.18,68.57,22.7,5.26,3.28,0.9523,2.6573,1.6057,1468.7,157.3,1005.5,973.9,11.3,0.3,63.19,17.41,8.4,9.98,3162.0,3.34,0.506,31.23,52.92,72.52
BATCH_0756,43.48,14.08,3.33,2.06,1.01,0.31,35.24,67.14,21.74,5.15,3.19,0.9712,2.6093,1.6142,1469.7,182.8,1083.9,964.7,10.8,0.38,66.03,12.52,8.24,9.7,3634.4,2.67,0.483,34.8,54.67,75.39
BATCH_0757,42.97,13.02,3.15,2.38,1.49,0.33,35.58,66.71,20.21,4.88,3.7,1.0285,2.3554,1.321,1440.7,168.3,961.8,870.7,13.19,0.933,74.61,5.0,6.69,11.25,4029.4,2.9,0.52,37.1,58.82,76.75
BATCH_0758,42.17,14.82,3.74,2.05,1.33,0.46,36.14,66.05,23.21,5.86,3.22,0.8912,2.5577,1.8222,1439.3,177.0,1037.5,932.2,13.33,0.749,43.41,33.79,10.09,9.78,3687.3,2.72,0.51,28.56,51.16,71.75
BATCH_0759,44.04,13.2,3.22,2.14,1.38,0.5,35.45,68.22,20.46,4.99,3.31,1.0428,2.4646,1.5089,1440.0,186.8,1103.4,994.3,14.7,1.31,76.45,5.0,7.63,10.07,3788.8,2.62,0.479,37.68,59.8,77.37
BATCH_0760,44.12,13.88,2.99,2.08,1.49,0.49,35.82,68.74,21.62,4.66,3.25,1.0073,2.7345,1.4351,1431.7,174.3,1127.8,954.4,13.07,0.728,74.43,5.83,6.85,9.88,3554.6,3.08,0.439,34.55,60.97,77.8
BATCH_0761,44.27,14.6,3.3,2.32,1.29,0.38,34.91,68.01,22.43,5.07,3.56,0.9552,2.5989,1.4248,1379.2,198.1,1198.3,906.1,9.24,0.791,62.35,17.26,7.42,10.83,3437.5,2.4,0.449,33.41,56.67,71.19
BATCH_0762,43.33,13.35,3.64,1.81,1.33,0.33,35.57,67.25,20.71,5.65,2.81,1.0096,2.4473,2.0118,1379.4,175.8,1056.8,920.5,12.54,1.054,68.59,7.64,10.23,8.55,3507.4,2.73,0.504,34.47,56.02,72.3
BATCH_0763,41.76,14.58,3.37,1.91,1.4,0.42,36.24,65.49,22.86,5.28,3.0,0.9059,2.7621,1.7631,1418.6,206.9,1002.7,861.0,9.05,0.733,48.25,29.15,8.93,9.12,3736.0,2.91,0.471,30.96,53.48,75.61
BATCH_0764,42.36,14.45,3.16,2.0,1.21,0.52,35.12,65.29,22.27,4.86,3.08,0.93,2.8054,1.5813,1471.2,197.8,1124.6,931.6,10.68,0.407,55.48,22.0,7.68,9.36,3429.0,2.25,0.512,29.51,54.32,73.04
BATCH_0765,43.81,14.43,3.3,2.09,1.13,0.43,36.12,68.59,22.6,5.16,3.28,0.958,2.6793,1.5751,1456.0,163.5,1088.5,937.0,14.77,0.404,64.57,16.08,8.13,9.97,3798.4,2.69,0.46,34.58,57.52,78.85
BATCH_0766,44.51,13.13,2.98,1.95,1.72,0.6,36.33,69.9,20.62,4.68,3.06,1.0699,2.6636,1.5321,1446.3,191.8,1071.0,997.9,12.9,1.255,84.24,5.0,7.24,9.3,3573.6,2.72,0.53,37.62,60.87,76.67
BATCH_0767,44.8,14.21,3.51,1.79,1.21,0.54,35.07,68.99,21.89,5.4,2.75,0.9918,2.685,1.9638,1453.6,187.4,1086.8,931.4,15.11,0.952,68.0,11.45,9.66,8.37,3774.8,3.0,0.46,35.72,60.52,77.5
BATCH_0768,43.48,13.46,2.94,2.0,1.31,0.32,35.14,67.03,20.75,4.54,3.08,1.0225,2.7253,1.4735,1359.0,197.1,1148.5,869.1,12.7,1.402,73.19,5.0,6.81,9.37,3534.6,2.7,0.467,37.3,54.99,71.4
BATCH_0769,42.49,12.8,3.05,2.05,1.42,0.47,36.03,66.43,20.01,4.77,3.21,1.0404,2.5074,1.4864,1441.9,197.0,1055.6,921.2,11.0,1.023,75.43,5.0,7.21,9.77,4051.1,2.44,0.501,38.5,57.23,76.95
BATCH_0770,43.15,13.28,3.25,2.33,1.37,0.41,35.19,66.59,20.49,5.01,3.59,1.0133,2.381,1.3968,1416.7,192.0,1066.6,832.1,13.21,1.299,69.45,6.34,7.21,10.92,3711.6,2.61,0.446,35.93,56.5,73.62
BATCH_0771,43.25,15.1,3.15,2.45,1.22,0.26,35.34,66.89,23.35,4.87,3.79,0.9076,2.6942,1.285,1416.4,197.1,1076.2,895.3,14.04,1.141,50.87,28.58,6.5,11.54,3401.9,2.54,0.505,25.53,52.24,71.78
BATCH_0772,42.32,12.63,3.34,2.08,1.26,0.47,35.5,65.62,19.58,5.17,3.22,1.0395,2.3325,1.6057,1449.4,146.9,1067.4,1012.7,13.38,0.702,74.05,5.0,8.26,9.8,3893.2,2.81,0.504,38.04,58.92,74.76
BATCH_0773,42.3,14.02,2.83,2.1,1.11,0.53,36.04,66.14,21.91,4.43,3.29,0.9612,2.8392,1.3475,1409.1,169.6,1042.7,870.3,13.15,0.952,62.01,16.05,6.18,10.0,3825.9,3.22,0.532,32.69,52.58,71.98
BATCH_0774,43.24,14.13,3.6,1.98,1.34,0.4,34.94,66.45,21.72,5.54,3.04,0.957,2.5336,1.8241,1451.5,193.7,1088.5,859.7,12.87,0.615,59.64,17.28,9.54,9.24,3227.5,2.42,0.49,33.5,53.29,71.59
BATCH_0775,42.8,14.39,3.14,2.58,1.38,0.41,34.61,65.46,22.0,4.8,3.94,0.936,2.5177,1.2167,1438.5,192.6,1103.9,940.3,12.77,0.64,56.98,20.1,6.04,12.0,3338.0,3.01,0.526,27.05,48.65,66.71
BATCH_0776,44.39,12.83,3.65,2.05,1.17,0.38,34.77,68.05,19.67,5.59,3.14,1.0661,2.2524,1.78,1394.7,186.6,1067.6,843.5,12.17,1.111,79.3,5.0,9.5,9.56,3651.1,2.44,0.465,38.93,59.95,78.39
BATCH_0777,42.84,15.04,2.87,2.1,1.49,0.52,34.95,65.86,23.13,4.42,3.23,0.9128,3.0248,1.3686,1408.4,165.6,1114.5,972.6,12.09,0.487,53.79,25.72,6.24,9.82,3627.6,2.31,0.473,32.17,55.65,74.56
BATCH_0778,41.74,14.07,3.6,2.48,1.47,0.45,35.65,64.87,21.87,5.59,3.85,0.921,2.3154,1.4527,1345.3,211.5,1071.2,882.7,12.12,1.679,46.01,27.98,8.31,11.72,4152.0,2.84,0.51,28.69,49.73,73.44
BATCH_0779,44.75,13.04,3.28,2.41,1.23,0.41,35.97,69.88,20.36,5.13,3.76,1.0655,2.292,1.3644,1460.5,146.2,1146.3,916.5,14.66,0.589,85.77,5.0,7.23,11.43,3253.3,2.64,0.463,38.7,60.72,76.3
BATCH_0780,43.76,13.63,3.0,1.98,1.81,0.42,36.41,68.82,21.43,4.72,3.12,1.0168,2.734,1.5129,1350.6,172.2,1104.8,993.8,14.04,1.29,74.03,5.58,7.23,9.49,4204.6,2.79,0.517,35.19,54.16,72.64
BATCH_0781,43.22,14.51,2.52,2.07,1.74,0.48,36.21,67.75,22.75,3.95,3.24,0.9604,3.1614,1.2195,1390.7,184.7,1051.2,906.3,13.0,1.125,65.0,16.18,4.99,9.86,3782.4,3.17,0.444,33.67,55.52,75.95
BATCH_0782,43.65,13.3,3.08,2.48,1.32,0.32,35.95,68.14,20.77,4.81,3.87,1.0258,2.3929,1.2428,1461.0,164.2,1065.4,943.1,13.91,0.887,76.72,5.0,6.2,11.77,3413.2,2.98,0.466,35.26,59.15,74.1
BATCH_0783,42.37,13.06,2.92,2.12,1.12,0.51,35.98,66.17,20.4,4.56,3.31,1.022,2.5909,1.3756,1457.4,186.4,1140.5,922.4,13.2,0.683,73.92,5.0,6.47,10.09,3947.6,2.65,0.476,40.23,58.35,77.92
BATCH_0784,44.63,14.63,3.01,1.54,1.36,0.37,34.94,68.6,22.49,4.63,2.36,0.9791,3.2153,1.9619,1411.3,187.9,1143.8,959.6,13.17,0.76,69.13,12.32,8.28,7.19,3514.7,3.49,0.491,35.15,57.06,75.45
